title,body,links,label
Constraints and Object Identity,"However, one of the fundamental concepts of object-oriented programming, object identity, can result in implicit relations, even when explicit identity constraints are supported.","['ftp://cs.washington.edu/tr/1994/03/UW-CSE-94-03-07.PS.Z', 'http://www.cs.washington.edu/research/projects/weird/www/index.html']",other
No title,"Server: CERN/3.0A Date: Tue, 14 Jan 1997 20:12:20 GMT Content-Type: text/plain Content-Length: 522 Last-Modified: Wed, 08 Jan 1997 14:56:30 GMT",[],other
SRG Personnel ,"Date: Tue, 14 Jan 1997 21:37:12 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Mon, 30 Sep 1996 20:17:35 GMT Content-length: 1752 SRG Personnel CS UIUC SRG Current Personnel Roy Campbell David Raila See-Mong Tan Willy Liao Amitabh Dave Aamod Sane Mohlalefi Sefika Tin Qian Ashish Singhai Zhaoyu Liu Zhigang Chen Yongcheng Li John Coomes Boon-Yuen Ng Srinivas Narayan Timothy Jon Fraser Ravi B. Talluri Oolan Zimmer Fabio Kon SRG Alumni","['http://www.cs.uiuc.edu/CS_INFO_SERVER/DEPT_INFO/CS_FACULTY/FAC_HTMLS/campbell.html', 'http://choices.cs.uiuc.edu/srg/raila/raila.html', 'http://choices.cs.uiuc.edu/srg/stan/stan.html']",other
" What does ""H."" stand for? ","Until college, I went by ""Chad,"" but my wing in my freshman dorm had three Chads and a Tadd, so from then on, most people have called me ""H."" No, my parents weren't stoned when they named me, and no, my parents are not chemists (look at my initials).",[],other
Policy on Plagiarism,"Therefore, if you work too closely with someone else, and each of you turn in identical papers, you will be crossing the line into plagiarism (i.e., turning in another's work under your own name).",['http://www.cs.uoregon.edu/classes/cis210/wrk-sbmttd-for-grdg.html'],other
UW Intercollegiate Athletics Homepage,"Date: Tue, 05 Nov 1996 22:03:57 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Tue, 05 Nov 1996 06:16:09 GMT Content-length: 2629 UW Intercollegiate Athletics Homepage University of Wisconsin - Athletic Department Badger Football Gameday Coverage low graphic version This Page Last Updated:  November 2, 1996 Many sections of this site are updated daily Send comments to: webmaster@athletics.wisc.edu AthleticWeb Development Team Copyright © 1995, University of Wisconsin - Madison, Intercollegiate Athletics ALL RIGHTS RESERVED","['http://www.wisc.edu/ath/live/fb/media_re/purdue/postgame.html', 'http://www.wisc.edu/cgi-bin/imagemap/ath/butbar.map', 'http://www.wisc.edu/ath/whatsnew.html']",other
JT-HW3.ans.html,"001010                                    001010 x 111100                                  x 000011 --------                                  -------- ANSWER 111111111100 <-  sign extend the -4 10 001010 <-  10 10 x 1010 <-  10 10 x 000011 <-   3 10 ------------                                  -------- 1111111111000                                    001010 111111111100                                      001010 ----------------                                  -------- 1001111111011000 <- 011000 is 24 10 0011110 <-  011110 is 30 10 in 6 bit, 2's comp                         in 6 bit, 2's comp 111111011000 is -40 in 12 bit 2's comp,            no overflow in 12 or 6 bits no overflow for 12 bit words but overflow for 6 bit words (4) (4 points) Show that the following two code segments give the same value for c, for any values of a and b.",[],other
Machine Learning Papers and Abstracts,"This approach has been implemented as a computer program, ASSERT, using a machine learning technique called theory refinement , which is a method for automatically revising a knowledge base to be consistent with a set of examples.","['file://ftp.cs.utexas.edu/pub/mooney/papers/chill-ilp-96.ps.Z', 'file://ftp.cs.utexas.edu/pub/mooney/papers/rapture-dissertation-96.ps.Z', 'file://ftp.cs.utexas.edu/pub/mooney/papers/scope-msl-96.ps.Z']",other
UT-Austin Math,"Date: Tue, 07 Jan 1997 15:45:05 GMT Server: NCSA/1.4.2 Content-type: text/html UT-Austin Math University of Texas at Austin Department of Mathematics Information about the Department Graduate information Current list of faculty Related Organizations and Programs Actuarial Studies Program Computational and Applied Mathematics Geometry Mathematical Physics Mathematics Education Number Theory Center for Numerical Analysis University of Texas at Austin The University of Texas System Local Resources Faculty office hours TA office hours Faculty and graduate student home pages The Mathematical Physics Preprint Archive mp_arc Mathematical Physics Electronic Journal Preprints and abstracts from UT Mathematics faculty Free software from our department The weekly Department Calendar in PostScript or plain text Our Gopher Server Restricted Local Resources Computer Lab Projects List of Applications Math Department Computer System F.A.Q.","['http://www.ma.utexas.edu/brochure.html', 'http://www.ma.utexas.edu/faculty.html', 'http://www.utexas.edu/depts/acs/']",other
Demand Interprocedural Dataflow Analysis ,"You are granted permission for the non-commercial reproduction, distribution,display, and performance of this technical report in any format, BUT thispermission is only for a period of 45 (forty-five) days from the most recenttime that you verified that this technical report is still available fromthe Computer Science Department of the University of Wisconsin - Madison underterms that include this permission.","['http://www.cs.wisc.edu/Dienst/Repository/2.0/Body/ncstrl.uwmadison%2fCS-TR-95-1283/postscript', 'http://www.cs.wisc.edu/Dienst/UI/2.0/Print/ncstrl.uwmadison%2fCS-TR-95-1283', 'http://www.cs.wisc.edu/Dienst/UI/2.0/Search']",other
  Parallel Infrastructures for Applications ,"For students, the registration fee will be $20, which will include lunch.","['http://www.ticam.utexas.edu', 'http://www.utexas.edu', 'http://www.cs.utexas.edu/users/rvdg']",other
Automatic Programming Server,Type xhost + www.cs.utexas.edu (exactly as shown at left) in a window on that host to allow this server to write to your display.,"['/users/novak/datastr.html', '/users/novak/views.html', '/users/novak/programs.html']",other
CSE 143 Exams,"Date: Mon, 02 Dec 1996 14:25:03 GMT Server: NCSA/1.4.2 Content-type: text/html CSE 143 Exams CSE 143 Exams Midterm November 5, in section Closed book, closed notes Covers reading material assigned through 10/30 Sample Solutions [ Postscript | Acrobat | Plain text (no pictures!)","['ftp://ftp.cs.washington.edu/courses/cse143/CurrentQtr/exams/midterm/midterm-solutions.ps', 'ftp://ftp.cs.washington.edu/courses/cse143/CurrentQtr/exams/midterm/midterm-solutions.pdf', 'ftp://ftp.cs.washington.edu/courses/cse143/CurrentQtr/exams/midterm/midterm-solutions.txt']",other
"
CS 640 - Fall 1996 - Computer Networks - Landweber
","Date: Tue, 05 Nov 1996 22:04:56 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Tue, 17 Sep 1996 19:13:36 GMT Content-length: 2115 CS 640 - Fall 1996 - Computer Networks - Landweber Course Syllabus - Fall 1996 INTRODUCTION - Chapter 1 9/4	Network and Protocol Concepts 9/6	Network and Protocol Concepts 9/9	Network and Protocol Concepts 9/11	UNIX IPC - Sockets - First Assignment - TAs DIRECT LINK NETWORKS (Link Layer) - Chapter 3 9/13	Introduction, Framing 9/16	Error Detection 9/18	Flow Control, Reliability 9/20	Project Presentation - TAs 9/23	No Class 9/25	Project Help Session - TAs 9/27	Project Help Session - TAs 9/30	Examples - HDLC (ISO Spec), LLC (IEEE Spec) 10/2	Examples - HDLC (ISO Spec), LLC (IEEE Spec) 10/4	CSMA/CD (IEEE Spec) 10/7	Token Ring (IEEE Spec) 10/9	FDDI END-END PROTOCOLS (Transport Layer) - Chapter 6 10/11	Transport Layer 10/14	Example - TCP (IETF Spec) 10/16	Example - TCP (IETF Spec), ISO TP4 10/18	TCP Extensions and Performance Enhancements 10/21	TCP Extensions and Performance Enhancements 10/23	Midterm Exam - 7:15PM 10/25	Project Help Session - TAs PACKET SWITCHING (Network Layer) - Chapter 4 10/28	Introduction, Switching Methods 10/30	Midterm Review 11/1	Routing - Link State and Distance Vector 11/4	Routing - Link State and Distance Vector 11/6	ATM 11/8	ATM INTERNETWORKING (Network Layer) - Chapter 5 11/11	Bridges and Extended LANs 11/13	IPv4, IPv6, ICMP, ARP 11/15	IPv4, IPv6, ICMP, ARP 11/18	IP Routing - CIDR, OSPF (IETF Spec), BGP (IETF Spec) 11/20	IP Routing - CIDR, OSPF (IETF Spec), BGP (IETF Spec) 11/22	Multicast 11/25	DNS CONGESTION CONTROL - Chapter 8 11/27	Introduction 11/29	Thanksgiving Day 12/2	TCP Congestion Control 12/4	Congestion Avoidance 12/6	Virtual Clock 12/9	Navigation Systems - World Wide Web HTML 12/11	Navigation Systems - World Wide Web HTML 12/13	Review PROJECT DEMOS - Monday, Tuesday, December 16-17 FINAL EXAM - Thursday, December 19, 7:45 - 9:45",[],other
Companies,"Date: Tue, 05 Nov 1996 21:43:48 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Mon, 05 Feb 1996 17:37:10 GMT Content-length: 6647 Companies Giant Companies A Adobe AMD Amdahl Ameritech American Internet American Stock Exchange Amtrak Apple AT&T B Bell Boeing Borland BSD Buick C CBS Chicago Tribune c|net Coca-Cola 3Com Compaq CompuServe Cray Cisco Systems Citibank D DEC Dell DG Discovery Disney Digital DuPont E Epson F Fedral Express First Federal Ford Fujistu G Gateway General Electric H Harris Hollywood HP I IBM Intel J JCPenney K Kodak L Lotus M MasterCard MCA/Universal MCI Metamor Tech Mips Microsoft 3M Mobil Morning Star Motorola MTV N NBC NEC Netscape NEXT Nokia Novell O Oracle P Paramount PeopleSoft Peterson's Pizza Hut Philips Polygram Prodigy Q QVC R RSA S Sci-Fi SCO Sega SGI Snapple Sony Sprint Sun Sybase T Tandem TDK Texaco TI Toshiba TTC TDS U UPS USA Today V Visa W Watcom Westinghouse WGN-TV WISC-TV Word Perfect X Xerox Y Yahoo Z ZD Net Return","['http://www.adobe.com/', 'http://www.amd.com/', 'http://www.amdahl.com/']",other
CS122 Programming Assignment #4,"Here is what you'll need to submit to complete the assignment: You must e-mail me a proposal which specifies: which computer system you have chosen to use which make/version of C++ compiler software you will be using which of the three sorts you have chosen to work with how you are going to visually demonstrate the way your chosen sort works You must turn in standard External Documentation, including Specifications, Algorithm, and Justification.",[],other
CS617 Course Format,The basic mindset you should have is that you are writing for an upcoming conference.,['CS617.html'],other
"CSE 326, Spring 1995, Exams",The help sheet will be turned in with the exam.,"['http://www.cs.washington.edu/education/courses/326/95sp/reading.html', 'http://www.cs.washington.edu/education/courses/326/95sp/reading.html']",other
Resume for Lauren Bricker,"Designed and implemented an application program interface (API) and common dialog boxes for Ark Kidspace and Wrokspace, written in Visual C++.","['http://www.cs.washington.edu/', 'ftp://ftp.u.washington.edu/public/', 'http://www.cs.washington.edu/area/']",other
Symbol Emergence & Symbol Grounding,A.,"['mailto:chaput@cs.utexas.edu', 'RobotMap.sea.bin']",other
Nick on The Information Age,"Just Plain Folks don't want or need to optimize their quality time with the WWW not because they managed somehow to be more efficient that the Busy Executives , but because it just doesn't matter.","['http://www.cs.washington.edu/homes/pauld/webtech.html', '#apology']",other
"
CSE 415  Homework Assignment 1
","Besides the readings and problems about Lisp (in Touretzky), you should now have read the first three chapters of Rich and Knight, without spending too much time on the details of the different algorithms for tic-tac-toe and the water-jug problem.",[],other
A Prototyping System for Parallel and Distributed Applications,The Proteus system for the development of parallel applications.,"['#1', '#2', '#3']",other
Assignment 5 - Maintenance,What to code Add the following functionality to the formatter: Add the <HR> (horizontal rule) tag.,[''],other
Parallel Internet Search Engine,"Date: Wed, 15 Jan 1997 01:25:50 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 1098 Last-modified: Tue, 05 Nov 1996 06:32:42 GMT Parallel Internet Search Engine Parallel Internet search engine The idea is to send your query to a server A first, then server A sends the query to Alta Vista, Lycos, Yahoo and Webcrawler at the same time.",[],other
Database Management Systems,"If you have further questions, contact Eric Munson at McGraw-Hill (emunson@mgh.com) or Raghu Ramakrishnan at Wisconsin.","['http://www.cs.wisc.edu/~raghu/raghu.html', 'http://www.cs.wisc.edu/coral/minibase/minibase.html', 'http://www.mhcollege.com']",other
 Scott Dawson - Personal Information ,"Early one morning (4 AM), Jeff, Will, and I decided to put all of the multimedia equipment that we're surrounded with on a daily basis to good use.","['http://www.cornell.edu', 'http://www.cs.cornell.edu/Info/People/spdawson/group.html', 'http://www.cs.cornell.edu/Info/People/jmm/jmm.html']",other
 Omnicam Page ,All technical inquiries related to the OMNICAM sensor and OMNIVIDEO software may be directed to Prof. Shree K. Nayar.,"['http://www.cs.columbia.edu/CAVE', 'http://www.cs.columbia.edu/', 'http://www.columbia.edu/']",other
What's in a name?,"Date: Tue, 10 Dec 1996 22:19:21 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Tue, 12 Nov 1996 22:46:13 GMT Content-length: 852 What's in a name?","['http://metacrawler.cs.washington.edu:8080/cgi-bin/nph-metaquery.p?general=Himanshu&logic=0®ion=The+World&orgType=Any&maxwait=1&score=Loose', 'http://metacrawler.cs.washington.edu:8080/cgi-bin/nph-metaquery.p?general=Nautiyal&logic=0®ion=The+World&orgType=Any&maxwait=1&score=Loose', 'mailto:nautiyal@cs.washington.edu']",other
Department of English,Undergraduate Program Highlights.,"['http://www.dla.utexas.edu/cgi-bin/imagemap/depts/engl/moon.map', 'http://www.dla.utexas.edu/', 'news.html']",other
Distributed Manipulation and Micro-Electro Mechanical Systems (MEMS),Click here to see pictures of people and robots working in the lab.,"['http://simlab.cs.cornell.edu/people/daniela.rus.html', 'http://www.cs.cornell.edu/Info/People/rbrown/rbrown.html', 'ftp://ftp.cs.cornell.edu/pub/brd/brd.html']",other
